NombreEquipes = 2
JoueursParEquipe = 1
ProfondeurIA = 10
NombreParties = 200

Equipe,Joueur,Strategie,Heuristique,VictoiresTotal,%Victoire
Equipe_1,Equipe_1_1,MinMaxStrategie,FreeSpaceHeuristic,91,45,50%
Equipe_2,Equipe_2_1,MinMaxStrategie,FreeSpaceHeuristic,100,50,00%

TailleGrille,EquipeGagnante,Point,Note,TempsMoyen,NbMoyenTours
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Equipe_2,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
400,Match Nul,1,1.0,2294,77,11,21
400,Equipe_1,1,1.0,2294,77,11,21
