# EXPÉRIENCES DUEL - ven. 27 mars 2026 11:34:01 CET
# Plateau: 10, Profondeurs: 3 6
# Stratégies: MinMaxStrategie AlphaBetaStrategie
# Heuristiques: FreeSpaceHeuristic VoronoiHeuristic
# Parties par config: 50


# CONFIG: P10_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,2,2
100,Equipe_1,2,2

# CONFIG: P10_D3_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,123,4
100,Equipe_1,114,3
100,Match Nul,126,5
100,Equipe_1,56,1
100,Match Nul,125,5
100,Equipe_2,139,7
100,Equipe_2,125,6
100,Equipe_1,114,2
100,Equipe_1,65,4
100,Equipe_2,13,2
100,Equipe_1,14,4
100,Equipe_1,8,4
100,Equipe_2,2,2
100,Equipe_1,8,4
100,Equipe_2,9,4
100,Match Nul,36,10
100,Equipe_1,11,3
100,Equipe_1,16,7
100,Equipe_1,13,4
100,Equipe_1,14,10
100,Match Nul,35,9
100,Equipe_1,4,3
100,Match Nul,13,5
100,Equipe_1,2,3
100,Equipe_2,10,4
100,Equipe_1,10,7
100,Equipe_2,29,9
100,Equipe_1,6,9
100,Equipe_1,20,10
100,Equipe_1,1,1
100,Equipe_1,11,3
100,Match Nul,11,8
100,Equipe_1,2,4
100,Equipe_1,13,3
100,Equipe_1,12,5
100,Equipe_2,2,3
100,Equipe_1,11,6
100,Equipe_1,6,3
100,Equipe_2,2,4
100,Equipe_2,3,4
100,Equipe_1,2,3
100,Equipe_1,3,1
100,Equipe_2,5,2
100,Equipe_2,1,2
100,Equipe_2,12,8
100,Equipe_2,3,3
100,Equipe_2,4,2
100,Match Nul,8,7
100,Equipe_1,9,8
100,Equipe_2,1,2

# CONFIG: P10_D3_AlphaBetaStrategie_FreeSpaceHeuristic_VS_MinMaxStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: AlphaBetaStrategie (FreeSpaceHeuristic) vs MinMaxStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,44,2
100,Match Nul,78,2
100,Match Nul,55,2
100,Match Nul,48,2
100,Match Nul,60,2
100,Match Nul,41,2
100,Match Nul,53,2
100,Match Nul,94,2
100,Match Nul,54,2
100,Match Nul,55,2
100,Match Nul,62,2
100,Match Nul,44,2
100,Match Nul,38,2
100,Match Nul,63,2
100,Match Nul,60,2
100,Match Nul,50,2
100,Match Nul,50,2
100,Match Nul,29,2
100,Match Nul,62,2
100,Match Nul,29,2
100,Match Nul,51,2
100,Match Nul,38,2
100,Match Nul,36,2
100,Match Nul,30,2
100,Match Nul,25,2
100,Match Nul,17,2
100,Match Nul,12,2
100,Match Nul,3,2
100,Match Nul,1,2
100,Match Nul,2,2
100,Match Nul,6,2
100,Match Nul,4,2
100,Match Nul,5,2
100,Match Nul,6,2
100,Match Nul,4,2
100,Match Nul,4,2
100,Match Nul,5,2
100,Match Nul,4,2
100,Match Nul,2,2
100,Match Nul,1,2
100,Match Nul,2,2
100,Match Nul,2,2
100,Match Nul,1,2
100,Match Nul,1,2
100,Match Nul,1,2
100,Match Nul,2,2
100,Match Nul,1,2
100,Match Nul,1,2
100,Match Nul,2,2
100,Match Nul,1,2

# CONFIG: P10_D3_AlphaBetaStrategie_FreeSpaceHeuristic_VS_MinMaxStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: AlphaBetaStrategie (FreeSpaceHeuristic) vs MinMaxStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_2,50,2
100,Equipe_2,64,2
100,Equipe_2,36,2
100,Equipe_2,54,2
100,Match Nul,52,2
100,Match Nul,54,2
100,Equipe_2,92,2
100,Equipe_2,40,2
100,Equipe_2,90,2
100,Equipe_2,83,2
100,Match Nul,28,2
100,Match Nul,32,2
100,Equipe_2,90,2
100,Equipe_2,102,2
100,Equipe_2,76,2
100,Equipe_2,54,2
100,Equipe_2,79,2
100,Equipe_2,90,2
100,Equipe_2,92,2
100,Equipe_2,24,2
100,Equipe_1,57,2
100,Equipe_2,88,2
100,Equipe_2,71,2
100,Equipe_2,12,2
100,Equipe_2,62,2
100,Equipe_2,62,2
100,Equipe_2,57,2
100,Equipe_2,28,2
100,Equipe_2,39,2
100,Equipe_2,17,2
100,Equipe_2,16,2
100,Equipe_2,11,2
100,Equipe_2,6,2
100,Equipe_2,5,2
100,Equipe_2,1,2
100,Equipe_2,3,2
100,Equipe_2,3,2
100,Equipe_2,3,2
100,Equipe_2,3,2
100,Equipe_2,4,2
100,Equipe_2,2,2
100,Equipe_2,3,2
100,Equipe_2,1,2
100,Equipe_2,1,2
100,Equipe_2,1,2
100,Equipe_2,2,2
100,Equipe_2,2,2
100,Equipe_2,1,2
100,Equipe_2,1,2
100,Equipe_2,1,3

# CONFIG: P10_D3_AlphaBetaStrategie_VoronoiHeuristic_VS_MinMaxStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: AlphaBetaStrategie (VoronoiHeuristic) vs MinMaxStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,57,2
100,Equipe_1,61,2
100,Equipe_1,56,2
100,Equipe_1,37,2
100,Equipe_1,66,2
100,Equipe_1,64,2
100,Equipe_1,51,2
100,Equipe_1,47,2
100,Equipe_1,54,2
100,Equipe_1,88,2
100,Equipe_1,57,2
100,Equipe_1,67,2
100,Match Nul,50,2
100,Equipe_1,63,2
100,Equipe_1,63,2
100,Equipe_1,65,2
100,Equipe_1,55,2
100,Equipe_1,32,2
100,Equipe_1,16,2
100,Equipe_1,29,2
100,Equipe_1,17,2
100,Match Nul,10,2
100,Equipe_1,27,2
100,Equipe_1,15,2
100,Equipe_1,11,2
100,Equipe_1,6,2
100,Equipe_1,5,2
100,Equipe_1,3,2
100,Equipe_1,2,2
100,Equipe_1,2,2
100,Equipe_1,3,2
100,Match Nul,4,2
100,Equipe_1,7,2
100,Equipe_1,2,2
100,Equipe_1,2,2
100,Equipe_1,5,2
100,Equipe_1,7,2
100,Equipe_1,4,2
100,Equipe_1,6,2
100,Equipe_1,3,2
100,Equipe_1,1,2
100,Equipe_1,1,2
100,Equipe_1,2,2
100,Equipe_1,1,2
100,Equipe_1,1,2
100,Equipe_1,1,2
100,Equipe_1,2,2
100,Equipe_1,1,2
100,Match Nul,5,2
100,Equipe_1,2,2

# CONFIG: P10_D3_AlphaBetaStrategie_VoronoiHeuristic_VS_MinMaxStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: AlphaBetaStrategie (VoronoiHeuristic) vs MinMaxStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_2,143,5
100,Equipe_1,163,6
100,Match Nul,130,4
100,Equipe_1,161,8
100,Equipe_1,120,3
100,Equipe_2,164,7
100,Equipe_1,135,4
100,Equipe_1,123,3
100,Equipe_1,30,4
100,Equipe_2,8,3
100,Equipe_2,11,6
100,Equipe_2,4,3
100,Equipe_1,15,8
100,Equipe_1,25,7
100,Equipe_1,1,2
100,Match Nul,19,7
100,Equipe_2,7,5
100,Equipe_2,4,4
100,Equipe_1,9,2
100,Equipe_1,2,2
100,Equipe_2,9,11
100,Equipe_1,1,1
100,Equipe_1,7,6
100,Equipe_1,3,3
100,Match Nul,7,6
100,Match Nul,10,8
100,Equipe_1,5,3
100,Equipe_2,7,5
100,Equipe_1,6,2
100,Equipe_1,9,1
100,Match Nul,8,6
100,Equipe_1,3,1
100,Equipe_1,13,4
100,Match Nul,9,7
100,Equipe_1,13,13
100,Equipe_2,1,2
100,Equipe_2,4,3
100,Equipe_1,5,4
100,Equipe_1,3,2
100,Match Nul,1,2
100,Equipe_2,5,6
100,Equipe_1,8,9
100,Equipe_1,5,6
100,Match Nul,10,10
100,Match Nul,11,6
100,Equipe_1,8,7
100,Match Nul,10,8
100,Match Nul,7,5
100,Equipe_1,1,2
100,Equipe_1,4,3

# CONFIG: P10_D6_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,141,2
100,Equipe_2,136,2
100,Equipe_2,157,2
100,Match Nul,138,2
100,Match Nul,144,2
100,Match Nul,167,2
100,Match Nul,135,2
100,Equipe_2,161,2
100,Match Nul,15,2
100,Match Nul,18,2
100,Match Nul,32,2
100,Match Nul,51,2
100,Match Nul,11,2
100,Match Nul,21,2
100,Equipe_2,39,2
100,Match Nul,27,2
100,Match Nul,36,2
100,Match Nul,19,2
100,Equipe_2,42,2
100,Equipe_2,9,2
100,Match Nul,21,2
100,Equipe_2,18,2
100,Match Nul,18,2
100,Match Nul,24,2
100,Equipe_2,25,2
100,Match Nul,18,2
100,Equipe_2,11,2
100,Match Nul,11,2
100,Match Nul,16,2
100,Match Nul,27,2
100,Match Nul,22,2
100,Match Nul,13,2
100,Match Nul,10,2
100,Match Nul,36,2
100,Match Nul,9,2
100,Match Nul,15,2
100,Match Nul,33,2
100,Match Nul,7,2
100,Match Nul,20,2
100,Equipe_2,5,2
100,Match Nul,10,2
100,Match Nul,32,2
100,Equipe_2,20,2
100,Match Nul,38,2
100,Equipe_2,50,2
100,Equipe_2,66,2
100,Match Nul,44,2
100,Match Nul,49,2
100,Match Nul,33,2
100,Match Nul,17,2

# CONFIG: P10_D6_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_2,252,2
100,Equipe_2,274,2
100,Equipe_2,227,2
100,Equipe_1,240,1
100,Equipe_2,253,2
100,Equipe_2,242,2
100,Equipe_2,274,2
100,Equipe_2,267,2
100,Equipe_2,22,2
100,Equipe_2,20,2
100,Equipe_2,14,2
100,Equipe_2,20,2
100,Equipe_2,16,2
100,Equipe_2,27,2
100,Equipe_2,29,2
100,Equipe_2,36,2
100,Equipe_2,47,2
100,Equipe_2,28,2
100,Equipe_2,30,2
100,Equipe_2,47,2
100,Equipe_2,79,2
100,Equipe_2,28,2
100,Equipe_2,23,2
100,Equipe_2,7,2
100,Equipe_2,15,2
100,Equipe_2,20,2
100,Equipe_2,26,2
100,Equipe_2,39,2
100,Equipe_2,37,2
100,Equipe_2,36,2
100,Equipe_2,16,2
100,Equipe_2,71,2
100,Equipe_2,34,2
100,Equipe_2,36,2
100,Equipe_2,36,2
100,Equipe_2,46,2
100,Equipe_2,60,2
100,Equipe_2,41,2
100,Equipe_2,44,2
100,Equipe_2,61,2
100,Equipe_2,16,2
100,Equipe_2,37,2
100,Equipe_2,18,2
100,Equipe_2,14,2
100,Equipe_2,23,2
100,Equipe_2,11,2
100,Equipe_2,15,2
100,Equipe_2,16,2
100,Equipe_2,16,2
100,Equipe_2,13,2

# CONFIG: P10_D6_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,234,2
100,Equipe_1,234,2
100,Equipe_1,234,2
100,Equipe_1,250,3
100,Equipe_1,234,2
100,Equipe_1,233,2
100,Equipe_1,270,4
100,Equipe_1,235,2
100,Equipe_1,23,2
100,Equipe_1,23,2
100,Equipe_1,27,2
100,Equipe_1,25,4
100,Equipe_1,17,2
100,Equipe_1,28,2
100,Equipe_1,13,2
100,Equipe_1,31,2
100,Equipe_1,26,2
100,Equipe_1,21,2
100,Match Nul,20,2
100,Equipe_1,55,5
100,Equipe_1,36,2
100,Equipe_1,29,2
100,Equipe_1,19,2
100,Equipe_1,41,2
100,Equipe_1,28,2
100,Equipe_1,21,2
100,Equipe_1,23,2
100,Equipe_1,15,2
100,Equipe_1,10,2
100,Equipe_1,7,2
100,Match Nul,17,3
100,Equipe_1,14,2
100,Equipe_1,28,2
100,Equipe_1,14,2
100,Equipe_1,19,2
100,Equipe_1,26,2
100,Equipe_1,13,2
100,Equipe_1,34,3
100,Equipe_1,38,4
100,Equipe_1,14,2
100,Equipe_1,19,2
100,Equipe_1,16,2
100,Match Nul,20,2
100,Equipe_1,35,2
100,Equipe_1,17,2
100,Equipe_1,27,2
100,Equipe_1,31,2
100,Match Nul,15,2
100,Match Nul,18,2
100,Equipe_1,17,2

# CONFIG: P10_D6_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,206,2
100,Match Nul,233,5
100,Equipe_1,231,2
100,Equipe_2,207,2
100,Equipe_2,215,2
100,Equipe_2,236,3
100,Match Nul,331,8
100,Equipe_1,318,9
100,Equipe_1,12,2
100,Equipe_2,109,5
100,Match Nul,58,3
100,Match Nul,17,2
100,Equipe_2,141,6
100,Match Nul,28,2
100,Match Nul,21,2
100,Equipe_2,67,5
100,Equipe_2,65,4
100,Match Nul,138,6
100,Equipe_2,28,3
100,Equipe_2,68,5
100,Match Nul,66,4
100,Equipe_2,21,2
100,Equipe_2,29,3
100,Match Nul,60,4
100,Equipe_2,89,6
100,Equipe_2,69,4
100,Equipe_2,121,6
100,Match Nul,55,4
100,Equipe_1,10,1
100,Match Nul,59,4
100,Equipe_1,10,2
100,Equipe_1,21,3
100,Match Nul,187,9
100,Equipe_2,32,4
100,Equipe_2,101,5
100,Equipe_1,131,7
100,Equipe_1,132,7
100,Match Nul,54,5
100,Equipe_2,36,6
100,Match Nul,21,2
100,Equipe_2,33,4
100,Equipe_2,81,6
100,Equipe_1,8,1
100,Equipe_2,126,8
100,Equipe_2,94,6
100,Match Nul,82,5
100,Equipe_1,88,6
100,Equipe_1,44,6
100,Match Nul,41,4
100,Equipe_1,42,4

# CONFIG: P10_D6_AlphaBetaStrategie_FreeSpaceHeuristic_VS_MinMaxStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: AlphaBetaStrategie (FreeSpaceHeuristic) vs MinMaxStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,116,2
100,Match Nul,124,2
100,Match Nul,118,2
100,Match Nul,141,2
100,Match Nul,126,2
100,Equipe_1,92,1
100,Match Nul,123,2
100,Match Nul,102,2
100,Equipe_1,47,2
100,Match Nul,25,2
100,Match Nul,61,2
100,Equipe_1,55,2
100,Match Nul,34,2
100,Match Nul,30,2
100,Match Nul,56,2
100,Match Nul,45,2
100,Match Nul,43,2
100,Match Nul,51,2
100,Equipe_1,19,2
100,Match Nul,24,2
100,Equipe_1,23,2
100,Equipe_1,22,2
100,Match Nul,13,2
100,Equipe_1,46,2
100,Match Nul,25,2
100,Match Nul,45,2
100,Match Nul,16,2
100,Match Nul,12,2
100,Match Nul,30,2
100,Match Nul,28,2
100,Match Nul,18,2
100,Match Nul,27,2
100,Match Nul,20,2
100,Match Nul,23,2
100,Match Nul,22,2
100,Match Nul,19,2
100,Match Nul,42,2
100,Match Nul,11,2
100,Match Nul,12,2
100,Match Nul,23,2
100,Match Nul,50,2
100,Equipe_1,53,2
100,Match Nul,30,2
100,Match Nul,59,2
100,Match Nul,48,2
100,Match Nul,34,2
100,Match Nul,22,2
100,Match Nul,35,2
100,Match Nul,35,2
100,Match Nul,23,2

# CONFIG: P10_D6_AlphaBetaStrategie_FreeSpaceHeuristic_VS_MinMaxStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: AlphaBetaStrategie (FreeSpaceHeuristic) vs MinMaxStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,258,2
100,Equipe_2,249,2
100,Equipe_2,236,2
100,Equipe_2,307,4
100,Equipe_2,300,3
100,Equipe_2,252,2
100,Equipe_2,217,2
100,Match Nul,264,3
100,Equipe_2,35,2
100,Equipe_2,67,2
100,Equipe_2,53,2
100,Equipe_2,56,2
100,Equipe_2,18,2
100,Equipe_2,27,2
100,Equipe_2,81,4
100,Equipe_2,37,2
100,Equipe_2,23,2
100,Equipe_2,52,3
100,Equipe_2,23,2
100,Equipe_2,49,2
100,Equipe_1,19,1
100,Equipe_2,34,2
100,Equipe_2,31,2
100,Match Nul,15,2
100,Equipe_2,21,2
100,Match Nul,12,2
100,Equipe_2,23,3
100,Equipe_2,19,2
100,Equipe_2,13,2
100,Equipe_2,18,2
100,Equipe_2,22,2
100,Equipe_2,23,3
100,Equipe_1,4,1
100,Equipe_2,25,3
100,Equipe_2,12,2
100,Equipe_2,16,2
100,Equipe_2,10,2
100,Equipe_2,18,2
100,Equipe_1,7,2
100,Equipe_1,8,2
100,Equipe_1,4,1
100,Equipe_2,19,2
100,Equipe_2,25,2
100,Equipe_2,14,2
100,Equipe_2,11,2
100,Equipe_2,17,2
100,Equipe_2,9,2
100,Equipe_2,21,2
100,Equipe_1,22,3
100,Equipe_2,7,2

# CONFIG: P10_D6_AlphaBetaStrategie_VoronoiHeuristic_VS_MinMaxStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: AlphaBetaStrategie (VoronoiHeuristic) vs MinMaxStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,173,1
100,Equipe_1,207,2
100,Equipe_1,227,2
100,Equipe_1,216,2
100,Equipe_1,205,2
100,Equipe_1,199,2
100,Equipe_1,178,2
100,Equipe_1,204,2
100,Equipe_1,70,2
100,Equipe_1,36,2
100,Equipe_1,44,2
100,Equipe_1,44,2
100,Equipe_1,14,2
100,Equipe_1,59,2
100,Equipe_1,31,2
100,Equipe_1,17,2
100,Equipe_1,41,2
100,Equipe_1,51,2
100,Equipe_1,33,2
100,Equipe_1,36,2
100,Equipe_1,26,2
100,Equipe_1,22,2
100,Equipe_1,48,2
100,Equipe_1,15,2
100,Equipe_1,28,2
100,Equipe_1,21,2
100,Equipe_1,16,2
100,Equipe_1,30,2
100,Equipe_1,6,2
100,Equipe_1,44,2
100,Equipe_1,15,2
100,Equipe_1,11,2
100,Equipe_1,4,2
100,Equipe_1,31,2
100,Equipe_1,31,2
100,Equipe_1,34,2
100,Match Nul,61,2
100,Equipe_1,21,2
100,Equipe_1,15,2
100,Equipe_1,40,2
100,Equipe_1,27,2
100,Equipe_1,37,2
100,Equipe_1,29,2
100,Equipe_1,23,2
100,Equipe_1,39,2
100,Equipe_1,33,2
100,Equipe_1,31,2
100,Equipe_1,24,2
100,Equipe_1,14,2
100,Equipe_1,16,2

# CONFIG: P10_D6_AlphaBetaStrategie_VoronoiHeuristic_VS_MinMaxStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: AlphaBetaStrategie (VoronoiHeuristic) vs MinMaxStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_2,323,8
100,Equipe_2,171,4
100,Equipe_1,277,7
100,Equipe_1,167,2
100,Equipe_1,172,2
100,Match Nul,222,4
100,Match Nul,366,11
100,Equipe_2,302,8
100,Match Nul,107,6
100,Equipe_1,87,5
100,Equipe_2,102,5
100,Match Nul,32,3
100,Match Nul,22,2
100,Equipe_1,113,5
100,Equipe_1,53,3
100,Equipe_1,14,3
100,Equipe_1,103,9
100,Match Nul,33,3
100,Match Nul,187,11
100,Equipe_1,8,1
100,Equipe_1,71,4
100,Equipe_1,32,3
100,Equipe_1,33,3
100,Match Nul,64,4
100,Equipe_1,105,7
100,Match Nul,24,3
100,Equipe_1,84,7
100,Equipe_1,17,3
100,Equipe_1,18,3
