# EXPÉRIENCES DUEL - mer. 25 mars 2026 11:46:52 CET
# Plateau: 12 15, Profondeurs: 3 4
# Stratégies: MinMaxStrategie AlphaBetaStrategie MaxNStrategie ParanoidStrategie
# Heuristiques: FreeSpaceHeuristic VoronoiHeuristic
# Parties par config: 50


# CONFIG: P12_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Match Nul,94,2
144,Match Nul,91,2
144,Match Nul,95,2
144,Match Nul,107,2
144,Match Nul,89,2
144,Match Nul,107,2
144,Match Nul,63,2
144,Match Nul,99,2
144,Match Nul,32,2
144,Match Nul,20,2
144,Match Nul,18,2
144,Match Nul,15,2
144,Match Nul,13,2
144,Match Nul,11,2
144,Match Nul,5,2
144,Match Nul,4,2
144,Match Nul,3,2
144,Match Nul,6,2
144,Match Nul,4,2
144,Match Nul,5,2
144,Match Nul,5,2
144,Match Nul,4,2
144,Match Nul,4,2
144,Match Nul,4,2
144,Match Nul,3,2
144,Match Nul,3,2
144,Match Nul,2,2
144,Match Nul,2,2
144,Match Nul,2,2
144,Match Nul,3,2
144,Match Nul,1,2
144,Match Nul,2,2
144,Match Nul,2,2
144,Match Nul,2,2
144,Match Nul,1,2
144,Match Nul,2,2
144,Match Nul,1,2
144,Match Nul,2,2
144,Match Nul,5,2
144,Match Nul,5,2
144,Match Nul,4,2
144,Match Nul,6,2
144,Match Nul,5,2
144,Match Nul,3,2
144,Match Nul,6,2
144,Match Nul,4,2
144,Match Nul,1,2
144,Equipe_2,1,2
144,Match Nul,1,2
144,Match Nul,2,2

# CONFIG: P12_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Equipe_2,86,2
144,Equipe_2,123,2
144,Equipe_2,84,2
144,Equipe_2,68,2
144,Equipe_2,164,2
144,Equipe_2,70,2
144,Equipe_2,82,2
144,Match Nul,71,2
144,Equipe_2,71,2
144,Equipe_2,49,2
144,Equipe_2,69,2
144,Match Nul,24,2
144,Equipe_2,90,2
144,Equipe_2,97,2
144,Equipe_2,96,2
144,Equipe_2,76,2
144,Equipe_2,111,2
144,Equipe_2,91,2
144,Equipe_2,70,2
144,Equipe_2,57,2
144,Equipe_2,59,2
144,Equipe_2,49,2
144,Equipe_2,27,2
144,Equipe_2,32,2
144,Equipe_2,16,2
144,Equipe_2,14,2
144,Equipe_2,13,2
144,Equipe_2,2,2
144,Equipe_2,1,2
144,Equipe_2,2,2
144,Equipe_2,8,2
144,Equipe_2,1,2
144,Equipe_2,2,2
144,Equipe_2,2,2
144,Equipe_2,2,2
144,Equipe_2,2,2
144,Equipe_2,3,2
144,Equipe_2,2,2
144,Match Nul,1,2
144,Equipe_2,6,2
144,Equipe_2,3,2
144,Equipe_2,3,2
144,Equipe_2,4,2
144,Equipe_2,1,2
144,Equipe_2,5,2
144,Equipe_2,3,2
144,Equipe_2,4,2
144,Equipe_2,3,2
144,Equipe_2,2,2
144,Equipe_2,2,2

# CONFIG: P12_D3_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Equipe_1,68,2
144,Equipe_1,53,2
144,Equipe_1,83,2
144,Equipe_1,121,2
144,Equipe_1,118,2
144,Equipe_1,147,2
144,Equipe_1,104,2
144,Equipe_1,66,2
144,Equipe_1,64,2
144,Equipe_1,64,2
144,Equipe_1,57,2
144,Equipe_1,53,2
144,Equipe_1,87,2
144,Equipe_1,99,2
144,Equipe_1,142,2
144,Equipe_1,54,2
144,Equipe_1,93,2
144,Equipe_1,81,2
144,Equipe_1,66,2
144,Equipe_1,180,2
144,Equipe_1,102,2
144,Equipe_1,86,2
144,Equipe_1,103,2
144,Equipe_1,92,2
144,Equipe_1,24,1
144,Equipe_1,59,2
144,Equipe_1,92,2
144,Equipe_1,85,2
144,Match Nul,69,3
144,Equipe_1,39,2
144,Equipe_1,69,2
144,Equipe_1,41,2
144,Equipe_1,41,2
144,Equipe_1,28,2
144,Equipe_1,21,2
144,Equipe_1,12,2
144,Equipe_1,1,2
144,Equipe_1,2,2
144,Equipe_1,2,2
144,Equipe_1,1,2
144,Equipe_1,2,2
144,Equipe_1,7,2
144,Equipe_1,1,2
144,Equipe_1,3,2
144,Equipe_1,2,2
144,Equipe_1,5,2
144,Equipe_1,4,2
144,Equipe_1,4,2
144,Equipe_1,3,2
144,Equipe_1,4,2

# CONFIG: P12_D3_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Match Nul,165,2
144,Equipe_2,253,8
144,Equipe_1,252,6
144,Equipe_1,256,11
144,Match Nul,255,9
144,Match Nul,256,9
144,Equipe_2,156,2
144,Match Nul,271,13
144,Equipe_1,99,8
144,Equipe_1,90,10
144,Equipe_1,2,2
144,Match Nul,6,5
144,Equipe_1,11,6
144,Equipe_1,15,7
144,Equipe_2,15,7
144,Match Nul,20,8
144,Equipe_2,23,13
144,Equipe_1,19,6
144,Equipe_2,3,3
144,Match Nul,6,4
144,Equipe_1,1,2
144,Equipe_1,22,9
144,Equipe_1,10,7
144,Equipe_1,25,10
144,Equipe_1,5,4
144,Match Nul,14,11
144,Match Nul,5,3
144,Equipe_1,10,7
144,Match Nul,18,6
144,Equipe_2,5,4
144,Match Nul,7,6
144,Equipe_1,12,7
144,Equipe_1,5,4
144,Equipe_1,2,2
144,Equipe_2,12,10
144,Equipe_2,2,3
144,Match Nul,8,6
144,Equipe_1,3,3
144,Equipe_2,16,8
144,Equipe_1,5,3
144,Equipe_1,14,8
144,Match Nul,14,8
144,Equipe_2,1,3
144,Equipe_1,20,7
144,Equipe_1,5,8
144,Equipe_2,17,6
144,Match Nul,16,9
144,Equipe_1,11,6
144,Equipe_2,10,5
144,Equipe_2,6,3

# CONFIG: P12_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_MaxNStrategie_FreeSpaceHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs MaxNStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Match Nul,168,2
144,Match Nul,160,2
144,Match Nul,163,2
144,Match Nul,165,2
144,Match Nul,161,2
144,Match Nul,164,2
144,Match Nul,165,2
144,Match Nul,163,2
144,Match Nul,11,2
144,Match Nul,11,2
144,Match Nul,16,2
144,Match Nul,17,2
144,Equipe_2,16,2
144,Match Nul,16,2
144,Match Nul,17,2
144,Match Nul,26,2
144,Match Nul,11,2
144,Match Nul,23,2
144,Match Nul,20,2
144,Match Nul,17,2
144,Match Nul,12,2
144,Match Nul,26,2
144,Match Nul,6,2
144,Match Nul,14,2
144,Match Nul,25,2
144,Match Nul,17,2
144,Match Nul,27,2
144,Match Nul,24,2
144,Match Nul,8,2
144,Match Nul,30,2
144,Match Nul,14,2
144,Match Nul,22,2
144,Match Nul,7,2
144,Match Nul,11,2
144,Match Nul,29,2
144,Match Nul,24,2
144,Match Nul,39,2
144,Match Nul,21,2
144,Match Nul,18,2
144,Match Nul,28,2
144,Match Nul,24,2
144,Match Nul,23,2
144,Match Nul,11,2
144,Match Nul,4,2
144,Equipe_2,23,2
144,Equipe_2,20,2
144,Match Nul,21,2
144,Match Nul,7,2
144,Match Nul,8,2
144,Match Nul,12,2

# CONFIG: P12_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_MaxNStrategie_VoronoiHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs MaxNStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Match Nul,319,2
144,Equipe_2,319,2
144,Equipe_2,286,2
144,Match Nul,319,2
144,Equipe_2,238,2
144,Equipe_2,318,2
144,Equipe_1,224,1
144,Match Nul,318,2
144,Equipe_1,94,1
144,Equipe_2,91,2
144,Equipe_2,38,2
144,Equipe_2,14,2
144,Equipe_2,10,2
144,Match Nul,16,2
144,Equipe_2,11,2
144,Match Nul,10,2
144,Equipe_2,15,2
144,Match Nul,14,2
144,Equipe_2,11,2
144,Equipe_2,12,2
144,Equipe_2,10,2
144,Equipe_1,6,1
144,Equipe_2,15,2
144,Equipe_2,12,2
144,Match Nul,10,2
144,Match Nul,10,2
144,Match Nul,136,2
144,Equipe_2,7,2
144,Equipe_2,10,2
144,Equipe_2,128,2
144,Equipe_2,128,2
144,Equipe_2,5,2
144,Match Nul,133,2
144,Equipe_2,70,2
144,Equipe_2,137,2
144,Equipe_2,128,2
144,Match Nul,127,2
144,Match Nul,72,2
144,Equipe_2,21,2
144,Match Nul,11,2
144,Match Nul,15,2
144,Match Nul,19,2
144,Equipe_2,19,2
144,Equipe_2,22,2
144,Equipe_2,15,2
144,Equipe_2,6,2
144,Equipe_2,13,2
144,Match Nul,10,2
144,Equipe_2,10,2
144,Equipe_2,10,2

# CONFIG: P12_D3_MinMaxStrategie_VoronoiHeuristic_VS_MaxNStrategie_FreeSpaceHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs MaxNStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Equipe_1,166,2
144,Equipe_1,237,2
144,Equipe_1,245,2
144,Equipe_1,180,2
144,Equipe_1,230,2
144,Equipe_1,232,2
144,Equipe_1,184,2
144,Equipe_1,229,2
144,Equipe_1,70,2
144,Match Nul,103,2
144,Equipe_1,88,2
144,Equipe_1,55,2
144,Equipe_1,51,2
144,Equipe_1,50,2
144,Equipe_1,45,2
144,Equipe_1,40,2
144,Equipe_1,45,2
144,Equipe_1,10,2
144,Equipe_1,22,2
144,Equipe_1,19,2
144,Equipe_1,17,2
144,Equipe_1,17,2
144,Equipe_1,14,2
144,Equipe_1,13,2
144,Equipe_1,22,2
144,Equipe_1,20,2
144,Equipe_1,11,2
144,Equipe_1,16,2
144,Equipe_1,17,2
144,Equipe_1,15,2
144,Equipe_1,10,2
144,Match Nul,29,2
144,Equipe_1,10,2
144,Equipe_1,11,2
144,Equipe_1,27,2
144,Equipe_1,11,2
144,Equipe_1,24,2
144,Equipe_1,15,2
144,Match Nul,19,2
144,Equipe_1,11,2
144,Equipe_1,26,2
144,Equipe_1,10,2
144,Equipe_1,21,2
144,Equipe_1,13,2
144,Equipe_1,16,2
144,Equipe_1,9,2
144,Equipe_1,19,2
144,Equipe_1,14,2
144,Equipe_1,16,2
144,Equipe_1,12,2

# CONFIG: P12_D3_MinMaxStrategie_VoronoiHeuristic_VS_MaxNStrategie_VoronoiHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs MaxNStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Equipe_1,298,2
144,Equipe_1,342,5
144,Equipe_1,300,3
144,Equipe_1,287,2
144,Equipe_2,310,4
144,Equipe_1,286,2
144,Equipe_1,305,3
144,Equipe_1,291,3
144,Equipe_1,24,2
144,Equipe_1,29,2
144,Equipe_1,25,3
144,Equipe_1,14,2
144,Equipe_1,17,3
144,Equipe_1,50,2
144,Equipe_1,112,3
144,Equipe_1,61,2
144,Equipe_1,135,5
144,Equipe_1,106,2
144,Equipe_1,114,2
144,Match Nul,107,2
144,Match Nul,111,5
144,Equipe_1,103,5
144,Equipe_1,94,5
144,Match Nul,13,3
144,Equipe_1,36,4
144,Equipe_1,24,2
144,Equipe_1,30,3
144,Equipe_1,20,3
144,Equipe_1,17,2
144,Equipe_1,17,3
144,Equipe_1,16,2
144,Equipe_1,55,6
144,Equipe_1,23,3
144,Equipe_1,27,4
144,Equipe_1,28,3
144,Equipe_1,18,3
144,Equipe_1,13,2
144,Match Nul,27,3
144,Equipe_1,17,3
144,Equipe_1,26,3
144,Equipe_1,31,5
144,Equipe_1,16,2
144,Equipe_1,24,3
144,Equipe_1,10,2
144,Equipe_1,13,2
144,Equipe_1,17,3
144,Equipe_2,11,3
144,Equipe_1,15,2
144,Equipe_2,7,2
144,Equipe_1,17,6

# CONFIG: P12_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_ParanoidStrategie_FreeSpaceHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs ParanoidStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Match Nul,89,2
144,Match Nul,88,2
144,Match Nul,73,2
144,Match Nul,73,2
144,Match Nul,80,2
144,Match Nul,88,2
144,Match Nul,87,2
144,Match Nul,72,2
144,Match Nul,10,2
144,Match Nul,10,2
144,Match Nul,9,2
144,Match Nul,9,2
144,Equipe_2,2,2
144,Match Nul,4,2
144,Match Nul,3,2
144,Match Nul,8,2
144,Match Nul,4,2
