# EXPÉRIENCES DUEL - ven. 27 mars 2026 11:25:28 CET
# Plateau: 10, Profondeurs: 3 6
# Stratégies: MinMaxStrategie AlphaBetaStrategie
# Heuristiques: FreeSpaceHeuristic VoronoiHeuristic
# Parties par config: 50


# CONFIG: P10_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,29,2
100,Equipe_1,17,2
100,Equipe_1,20,2
100,Equipe_1,16,2
100,Equipe_1,16,2
100,Equipe_1,21,3
100,Equipe_1,24,2
100,Equipe_1,25,2
100,Equipe_1,19,2
100,Equipe_1,20,2
100,Equipe_1,9,2
100,Equipe_1,28,2
100,Equipe_1,23,2
100,Equipe_1,19,2
100,Equipe_1,21,2
100,Match Nul,17,2
100,Equipe_1,16,2
100,Equipe_1,13,2
100,Equipe_1,9,2
100,Equipe_1,6,2
100,Equipe_1,5,2

# CONFIG: P10_D3_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,185,6
100,Equipe_2,124,2
100,Equipe_1,193,7
100,Equipe_1,109,2
100,Equipe_2,178,3
100,Equipe_1,181,5
100,Equipe_2,76,2
100,Equipe_2,61,2
100,Match Nul,92,2
100,Equipe_2,101,3
100,Equipe_1,51,1
100,Match Nul,62,5
100,Equipe_1,23,5
100,Equipe_2,25,8
100,Equipe_1,4,3
100,Equipe_2,4,4
100,Match Nul,9,5
100,Equipe_1,2,1
100,Equipe_1,8,3
100,Equipe_2,7,3
100,Equipe_1,6,3
100,Equipe_1,7,3
100,Match Nul,4,2
100,Equipe_1,6,5
100,Match Nul,2,3
100,Equipe_1,0,1
100,Equipe_2,6,5
100,Equipe_2,10,8
100,Equipe_1,2,2
100,Match Nul,18,8
100,Match Nul,2,2
100,Match Nul,17,7
100,Equipe_1,6,5
100,Equipe_2,4,6
100,Equipe_2,5,2
100,Equipe_2,20,10
100,Equipe_1,2,4
100,Equipe_1,12,5
100,Equipe_1,2,3
100,Equipe_1,2,3
100,Match Nul,13,4
100,Equipe_1,1,2
100,Equipe_1,13,7
100,Equipe_1,19,8
100,Equipe_1,10,4
100,Equipe_2,5,3
100,Match Nul,6,8
100,Equipe_1,5,6
100,Equipe_2,3,5
100,Equipe_1,10,11

# CONFIG: P10_D3_AlphaBetaStrategie_FreeSpaceHeuristic_VS_MinMaxStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: AlphaBetaStrategie (FreeSpaceHeuristic) vs MinMaxStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,70,2
100,Match Nul,67,2
100,Match Nul,64,2
100,Match Nul,23,2
100,Match Nul,70,2
100,Match Nul,28,2
100,Match Nul,40,2
100,Match Nul,73,2
100,Match Nul,42,2
100,Match Nul,72,2
100,Match Nul,57,2
100,Match Nul,44,2
100,Match Nul,65,2
100,Match Nul,60,2
100,Match Nul,57,2
100,Match Nul,68,2
100,Equipe_1,52,2
100,Match Nul,24,2
100,Match Nul,62,2
100,Match Nul,48,2
100,Match Nul,46,2
100,Match Nul,33,2
100,Match Nul,40,2
100,Match Nul,33,2
100,Match Nul,36,2
100,Match Nul,28,2
100,Match Nul,11,2
100,Match Nul,11,2
100,Match Nul,7,2
100,Match Nul,9,2
100,Match Nul,2,2
100,Match Nul,8,2
100,Match Nul,6,2
100,Match Nul,17,2
100,Match Nul,7,2
100,Match Nul,7,2
100,Match Nul,5,2
100,Match Nul,2,2
100,Match Nul,1,2
100,Match Nul,12,2
100,Match Nul,11,2
100,Match Nul,1,2
100,Match Nul,1,2
100,Match Nul,1,2
100,Equipe_1,3,2
100,Match Nul,2,2
100,Match Nul,1,2
100,Match Nul,1,2
100,Match Nul,3,2
100,Match Nul,2,2

# CONFIG: P10_D3_AlphaBetaStrategie_FreeSpaceHeuristic_VS_MinMaxStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: AlphaBetaStrategie (FreeSpaceHeuristic) vs MinMaxStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_2,61,2
100,Equipe_2,27,2
100,Equipe_2,30,2
100,Equipe_2,80,2
100,Equipe_2,37,2
100,Equipe_2,70,2
100,Equipe_2,116,2
100,Equipe_2,67,2
100,Match Nul,72,2
100,Equipe_2,57,2
100,Equipe_2,42,2
100,Equipe_2,138,3
100,Equipe_2,59,2
100,Equipe_2,63,2
100,Equipe_2,48,2
100,Equipe_2,29,2
100,Equipe_2,117,2
100,Equipe_2,10,2
100,Equipe_2,107,2
100,Equipe_2,15,2
100,Equipe_2,99,2
100,Equipe_2,35,2
100,Equipe_2,39,2
100,Equipe_2,24,2
100,Equipe_2,34,2
100,Equipe_2,33,2
100,Equipe_2,20,2
100,Equipe_2,56,2
100,Equipe_2,48,2
100,Equipe_2,35,2
100,Equipe_2,21,2
100,Equipe_2,27,2
100,Equipe_2,23,2
100,Match Nul,10,2
100,Equipe_2,2,2
100,Equipe_2,7,3
100,Equipe_2,6,2
100,Equipe_2,10,2
100,Equipe_2,2,2
100,Equipe_2,5,2
100,Equipe_2,4,2
100,Equipe_2,1,2
100,Equipe_2,2,2
100,Equipe_2,3,2
100,Equipe_2,3,2
100,Equipe_2,2,2
100,Equipe_2,1,2
100,Equipe_2,1,2
100,Equipe_2,1,2
100,Equipe_2,1,2

# CONFIG: P10_D3_AlphaBetaStrategie_VoronoiHeuristic_VS_MinMaxStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: AlphaBetaStrategie (VoronoiHeuristic) vs MinMaxStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,94,2
100,Equipe_1,56,2
100,Equipe_1,84,2
100,Equipe_1,80,2
100,Equipe_1,75,2
100,Equipe_1,38,2
100,Equipe_1,46,2
100,Equipe_1,58,1
100,Equipe_1,92,2
100,Equipe_1,60,2
100,Equipe_1,59,2
100,Equipe_1,90,2
100,Equipe_1,37,2
100,Equipe_1,41,2
100,Equipe_1,78,2
100,Equipe_1,66,2
100,Match Nul,47,2
100,Equipe_1,39,2
100,Equipe_1,20,2
100,Equipe_1,50,2
100,Equipe_1,81,2
100,Equipe_1,25,2
100,Equipe_1,35,2
100,Equipe_1,53,2
100,Equipe_1,66,2
100,Equipe_1,66,2
100,Equipe_1,65,2
100,Equipe_1,40,2
100,Equipe_1,56,2
100,Equipe_1,36,2
100,Equipe_1,27,2
100,Equipe_1,17,2
100,Equipe_1,16,2
100,Equipe_1,1,2
100,Equipe_1,3,2
100,Equipe_1,2,2
100,Equipe_1,2,2
100,Equipe_1,5,2
100,Equipe_1,5,2
100,Equipe_1,1,2
100,Equipe_1,1,2
100,Equipe_1,1,2
100,Equipe_1,1,2
100,Equipe_1,1,2
100,Equipe_1,1,2
100,Equipe_1,2,2
100,Equipe_1,1,2
100,Equipe_1,3,2
100,Equipe_1,2,2
100,Equipe_1,2,2

# CONFIG: P10_D3_AlphaBetaStrategie_VoronoiHeuristic_VS_MinMaxStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 3
# Stratégies: AlphaBetaStrategie (VoronoiHeuristic) vs MinMaxStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,62,1
100,Equipe_2,152,7
100,Equipe_1,119,2
100,Match Nul,165,8
100,Equipe_2,155,7
100,Equipe_1,79,2
100,Equipe_2,164,5
100,Match Nul,150,6
100,Equipe_1,81,5
100,Equipe_1,72,3
100,Equipe_2,34,5
100,Equipe_1,14,7
100,Equipe_1,4,2
100,Equipe_1,5,3
100,Match Nul,14,6
100,Equipe_1,9,3
100,Equipe_1,9,4
100,Equipe_1,10,2
100,Equipe_2,11,6
100,Equipe_2,1,2
100,Match Nul,1,3
100,Equipe_1,0,1
100,Equipe_1,7,7
100,Match Nul,19,9
100,Match Nul,25,10
100,Equipe_1,1,2
100,Equipe_2,15,6
100,Equipe_2,8,8
100,Equipe_1,4,5
100,Equipe_2,2,2
100,Equipe_1,5,5
100,Match Nul,11,6
100,Match Nul,2,2
100,Equipe_2,11,3
100,Equipe_1,8,2
100,Equipe_1,1,2
100,Match Nul,7,3
100,Equipe_2,15,9
100,Equipe_1,4,6
100,Equipe_1,0,1
100,Equipe_2,7,7
100,Equipe_1,3,4
100,Equipe_1,0,2
100,Equipe_1,4,6
100,Equipe_1,9,8
100,Equipe_1,6,7
100,Match Nul,15,10
100,Match Nul,2,3
100,Equipe_1,4,4
100,Match Nul,4,5

# CONFIG: P10_D6_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,106,2
100,Equipe_2,87,2
100,Match Nul,95,2
100,Equipe_2,87,2
100,Match Nul,95,2
100,Match Nul,97,2
100,Match Nul,95,2
100,Equipe_2,99,2
100,Match Nul,26,2
100,Match Nul,22,2
100,Equipe_2,53,2
100,Equipe_2,36,2
100,Match Nul,42,2
100,Match Nul,22,2
100,Match Nul,36,2
100,Match Nul,42,2
100,Match Nul,61,2
100,Match Nul,62,2
100,Match Nul,52,2
100,Match Nul,35,2
100,Match Nul,38,2
100,Match Nul,31,2
100,Match Nul,33,2
100,Equipe_2,32,2
100,Match Nul,28,2
100,Match Nul,14,2
100,Match Nul,16,2
100,Match Nul,24,2
100,Match Nul,18,2
100,Match Nul,20,2
100,Match Nul,40,2
100,Equipe_2,34,2
100,Match Nul,19,2
100,Match Nul,11,2
100,Equipe_2,41,2
100,Match Nul,49,2
100,Match Nul,43,2
100,Match Nul,16,2
100,Match Nul,20,2
100,Equipe_2,55,2
100,Match Nul,27,2
100,Match Nul,42,2
100,Equipe_2,27,2
100,Match Nul,26,2
100,Match Nul,28,2
100,Match Nul,17,2
100,Equipe_2,16,2
100,Match Nul,28,2
100,Equipe_2,24,2
100,Match Nul,22,2

# CONFIG: P10_D6_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_2,226,2
100,Equipe_2,225,2
100,Equipe_2,242,2
100,Equipe_2,248,2
100,Equipe_2,223,2
100,Equipe_2,247,2
100,Equipe_2,249,2
100,Equipe_2,246,2
100,Equipe_2,32,2
100,Equipe_2,22,2
100,Equipe_2,24,2
100,Equipe_2,12,2
100,Equipe_2,14,2
100,Equipe_2,37,2
100,Equipe_2,18,2
100,Equipe_2,18,2
100,Equipe_2,43,2
100,Equipe_2,23,2
100,Equipe_2,49,2
100,Equipe_2,57,2
100,Equipe_2,18,2
100,Match Nul,36,2
100,Equipe_2,24,2
100,Equipe_2,32,2
100,Equipe_2,15,2
100,Equipe_2,12,2
100,Equipe_2,21,2
100,Equipe_2,24,2
100,Equipe_2,35,2
100,Equipe_2,18,2
100,Equipe_2,32,2
100,Equipe_2,26,2
100,Equipe_2,15,2
100,Equipe_2,22,2
100,Equipe_2,13,2
100,Match Nul,46,2
100,Equipe_2,15,2
100,Equipe_2,32,2
100,Equipe_2,9,2
100,Equipe_2,7,2
100,Equipe_2,27,2
100,Equipe_2,25,2
100,Equipe_2,16,2
100,Equipe_2,47,2
100,Equipe_2,38,2
100,Equipe_2,24,2
100,Equipe_2,39,2
100,Equipe_2,34,2
100,Equipe_2,47,2
100,Equipe_2,24,2

# CONFIG: P10_D6_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,243,2
100,Equipe_1,260,2
100,Equipe_1,242,2
100,Equipe_1,261,2
100,Equipe_1,238,2
100,Equipe_1,244,2
100,Equipe_1,240,2
100,Equipe_1,264,3
100,Equipe_1,25,2
100,Match Nul,23,2
100,Equipe_1,46,2
100,Equipe_1,30,2
100,Equipe_1,18,2
100,Match Nul,26,2
100,Equipe_1,42,2
100,Equipe_1,28,2
100,Equipe_1,36,2
100,Equipe_1,42,2
100,Equipe_1,23,2
100,Equipe_1,134,5
100,Match Nul,17,2
100,Equipe_1,16,2
100,Equipe_1,37,2
100,Equipe_1,7,2
100,Equipe_1,30,2
100,Equipe_1,45,2
100,Equipe_1,69,5
100,Equipe_1,40,2
100,Equipe_1,42,2
100,Equipe_1,32,2
100,Equipe_1,31,2
100,Equipe_1,14,2
100,Equipe_1,19,2
100,Equipe_1,21,2
100,Equipe_1,15,2
100,Equipe_1,20,2
100,Equipe_1,9,2
100,Equipe_1,22,2
100,Equipe_1,25,2
100,Equipe_1,22,2
100,Equipe_1,18,2
100,Equipe_1,43,4
100,Equipe_1,13,2
100,Equipe_1,45,4
100,Equipe_1,12,2
100,Equipe_1,26,2
100,Equipe_1,13,2
100,Match Nul,18,2
100,Equipe_1,19,2
100,Equipe_1,12,2

# CONFIG: P10_D6_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,347,7
100,Equipe_2,228,3
100,Equipe_2,461,12
100,Equipe_1,253,3
100,Match Nul,322,4
100,Equipe_2,343,4
100,Equipe_1,218,2
100,Equipe_2,264,7
100,Equipe_1,104,6
100,Equipe_1,139,4
100,Equipe_2,102,3
100,Match Nul,210,8
100,Equipe_1,106,7
100,Equipe_1,130,5
100,Equipe_1,16,1
100,Match Nul,89,5
100,Match Nul,74,4
100,Equipe_1,68,3
100,Equipe_2,128,9
100,Equipe_1,33,2
100,Match Nul,19,2
100,Equipe_2,107,7
100,Match Nul,75,7
100,Equipe_2,30,4
100,Equipe_2,6,2
100,Match Nul,14,2
100,Match Nul,126,7
100,Match Nul,56,4
100,Equipe_1,12,1
100,Equipe_2,52,4
100,Equipe_2,24,3
100,Match Nul,32,4
100,Equipe_1,28,3
100,Equipe_2,33,3
100,Equipe_2,29,3
100,Equipe_2,59,5
100,Match Nul,29,2
100,Equipe_2,79,5
100,Equipe_1,39,2
100,Equipe_2,135,9
100,Equipe_1,57,3
100,Equipe_1,97,8
100,Equipe_1,62,4
100,Match Nul,63,4
100,Equipe_2,35,3
100,Equipe_2,7,2
100,Match Nul,15,2
100,Equipe_2,4,2
100,Equipe_1,28,3
100,Match Nul,30,3

# CONFIG: P10_D6_AlphaBetaStrategie_FreeSpaceHeuristic_VS_MinMaxStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: AlphaBetaStrategie (FreeSpaceHeuristic) vs MinMaxStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,136,2
100,Match Nul,111,2
100,Match Nul,114,2
100,Match Nul,130,2
100,Match Nul,119,2
100,Match Nul,121,2
100,Match Nul,109,2
100,Match Nul,127,2
100,Match Nul,13,2
100,Match Nul,15,2
100,Match Nul,64,2
100,Match Nul,29,2
100,Match Nul,45,2
100,Match Nul,48,2
100,Equipe_1,58,2
100,Equipe_1,38,2
100,Match Nul,26,2
100,Match Nul,37,2
100,Match Nul,30,2
100,Match Nul,24,2
100,Match Nul,14,2
100,Equipe_1,24,2
100,Match Nul,13,2
100,Match Nul,32,2
100,Match Nul,44,2
100,Match Nul,36,2
100,Match Nul,14,2
100,Match Nul,28,2
100,Match Nul,55,2
100,Match Nul,15,2
100,Match Nul,11,2
100,Match Nul,31,2
100,Match Nul,29,2
100,Equipe_1,40,2
100,Match Nul,50,2
100,Equipe_1,40,2
100,Match Nul,38,2
100,Match Nul,18,2
100,Match Nul,32,2
100,Match Nul,29,2
100,Match Nul,34,2
100,Match Nul,14,2
100,Match Nul,27,2
100,Match Nul,19,2
100,Match Nul,15,2
100,Match Nul,12,2
100,Match Nul,13,2
100,Match Nul,17,2
100,Match Nul,16,2
100,Match Nul,10,2

# CONFIG: P10_D6_AlphaBetaStrategie_FreeSpaceHeuristic_VS_MinMaxStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: AlphaBetaStrategie (FreeSpaceHeuristic) vs MinMaxStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_2,247,2
100,Equipe_2,242,2
100,Equipe_2,254,2
100,Equipe_2,242,2
100,Equipe_1,233,3
100,Equipe_2,236,2
100,Equipe_2,232,2
100,Equipe_2,271,5
100,Equipe_2,51,2
100,Equipe_1,11,1
100,Match Nul,18,2
100,Equipe_2,10,2
100,Equipe_2,43,2
100,Equipe_2,15,2
100,Equipe_2,46,3
100,Equipe_2,39,3
100,Equipe_2,54,2
100,Equipe_2,42,2
100,Equipe_2,47,4
100,Equipe_2,19,2
100,Equipe_2,20,2
100,Equipe_2,34,2
100,Equipe_2,39,2
100,Equipe_2,24,2
100,Equipe_2,12,2
100,Equipe_2,28,2
100,Equipe_2,38,4
100,Equipe_2,11,2
100,Equipe_2,29,2
100,Equipe_2,27,2
100,Equipe_2,17,2
100,Equipe_2,8,2
100,Match Nul,9,2
100,Equipe_2,19,2
100,Equipe_2,26,2
100,Equipe_2,47,3
100,Equipe_2,29,2
100,Equipe_2,6,2
100,Equipe_2,25,2
100,Equipe_2,39,2
100,Equipe_2,32,2
100,Equipe_2,46,2
100,Equipe_2,33,2
100,Equipe_2,36,2
100,Equipe_2,37,2
100,Equipe_2,16,2
100,Equipe_2,24,2
100,Equipe_2,13,2
100,Equipe_2,22,2
100,Equipe_2,24,2

# CONFIG: P10_D6_AlphaBetaStrategie_VoronoiHeuristic_VS_MinMaxStrategie_FreeSpaceHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: AlphaBetaStrategie (VoronoiHeuristic) vs MinMaxStrategie (FreeSpaceHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Equipe_1,174,2
100,Equipe_1,173,2
100,Equipe_1,203,2
100,Match Nul,205,2
100,Equipe_1,174,2
100,Equipe_1,185,2
100,Equipe_1,239,2
100,Equipe_1,149,2
100,Equipe_1,35,2
100,Equipe_1,32,2
100,Equipe_1,5,2
100,Equipe_1,62,2
100,Equipe_1,27,2
100,Equipe_1,54,2
100,Equipe_1,58,2
100,Equipe_1,29,2
100,Equipe_1,26,2
100,Equipe_1,17,2
100,Equipe_1,20,2
100,Equipe_1,24,2
100,Equipe_1,26,2
100,Equipe_1,27,2
100,Equipe_1,25,2
100,Equipe_1,29,2
100,Match Nul,8,2
100,Equipe_1,41,2
100,Equipe_1,27,2
100,Equipe_1,38,2
100,Equipe_1,25,2
100,Equipe_1,39,2
100,Equipe_1,17,2
100,Equipe_1,72,2
100,Equipe_1,38,2
100,Equipe_1,75,2
100,Equipe_1,43,2
100,Equipe_1,28,2
100,Equipe_1,26,2
100,Equipe_1,24,2
100,Equipe_1,8,2
100,Equipe_1,42,2
100,Equipe_1,36,2
100,Equipe_1,19,2
100,Equipe_1,46,2
100,Equipe_1,33,2
100,Equipe_1,37,2
100,Equipe_1,26,2
100,Equipe_1,27,2
100,Equipe_1,16,2
100,Equipe_1,20,2
100,Equipe_1,10,2

# CONFIG: P10_D6_AlphaBetaStrategie_VoronoiHeuristic_VS_MinMaxStrategie_VoronoiHeuristic
# Plateau: 10x10, Profondeur: 6
# Stratégies: AlphaBetaStrategie (VoronoiHeuristic) vs MinMaxStrategie (VoronoiHeuristic)
# Parties: 50
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 6
Nombre Parties = 50


TailleGrille,EquipeGagnante,TempsMs,NbTours
100,Match Nul,282,2
100,Equipe_1,261,1
100,Equipe_1,295,3
100,Equipe_1,271,3
100,Equipe_2,311,3
100,Equipe_1,287,5
100,Match Nul,437,6
100,Equipe_1,270,1
100,Equipe_1,20,1
100,Equipe_2,146,6
100,Match Nul,50,2
100,Match Nul,279,7
100,Equipe_1,59,3
100,Equipe_1,44,4
100,Equipe_2,149,9
100,Match Nul,202,9
100,Match Nul,102,5
100,Equipe_1,38,2
100,Equipe_1,82,4
100,Equipe_1,39,3
100,Equipe_2,89,6
100,Equipe_2,140,7
100,Match Nul,136,5
100,Equipe_2,61,5
100,Match Nul,197,9
100,Match Nul,143,7
100,Match Nul,26,2
100,Equipe_1,32,2
100,Equipe_2,78,5
