# EXPÉRIENCES DUEL - mer. 25 mars 2026 10:49:04 CET
# Plateau: 12 15, Profondeurs: 3 1
# Stratégies: MinMaxStrategie AlphaBetaStrategie MaxNStrategie ParanoidStrategie
# Heuristiques: FreeSpaceHeuristic VoronoiHeuristic
# Parties par config: 5


# CONFIG: P12_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 5
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 5


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Match Nul,54,2
144,Match Nul,50,2
144,Match Nul,59,2
144,Match Nul,59,2
144,Match Nul,58,2

# CONFIG: P12_D3_MinMaxStrategie_FreeSpaceHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (FreeSpaceHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 5
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 5


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Equipe_2,55,2
144,Equipe_2,71,2
144,Equipe_2,70,2
144,Equipe_2,71,2
144,Equipe_2,55,2

# CONFIG: P12_D3_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_FreeSpaceHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (FreeSpaceHeuristic)
# Parties: 5
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 5


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Equipe_1,103,2
144,Equipe_1,88,2
144,Equipe_1,107,2
144,Equipe_1,108,2
144,Equipe_1,109,2

# CONFIG: P12_D3_MinMaxStrategie_VoronoiHeuristic_VS_AlphaBetaStrategie_VoronoiHeuristic
# Plateau: 12x12, Profondeur: 3
# Stratégies: MinMaxStrategie (VoronoiHeuristic) vs AlphaBetaStrategie (VoronoiHeuristic)
# Parties: 5
Nombre d'Equipes = 2
Joueurs Par Equipe = 1
Profondeur IA = 3
Nombre Parties = 5


TailleGrille,EquipeGagnante,TempsMoyen,NbMoyenTours
144,Match Nul,71,2
144,Equipe_1,277,6
144,Equipe_1,297,9
144,Equipe_1,45,1
144,Equipe_1,295,10
